Code,Company,ApplicationDate,Chairman,AmountofCapital ,CommitteeDate,ApprovedDate,AgreementDate,ListingDate,ApprovedListingDate,Underwriter,UnderwritingPrice,Note,date
5871,中租-KY,1000719,辜仲立,7553004,1000906,1000920,,1001006,1001213,群益金鼎,25.00,,2026-05-15
8427,基勝-KY,1000525,劉宗信,800000,1000705,1000726,,1000812,1001206,兆豐,76.00,,2026-05-15
6183,關貿,1000906,何鴻榮,1500000,,1001018,,1001026,1001201,元富證券,,櫃轉市,2026-05-15
8210,勤誠,1000906,陳美琪,1155057,,1001018,,1001026,1001201,富邦綜合證券,,櫃轉市,2026-05-15
5880,合庫金,,劉燈城,,,,,,1001201,,,合庫(5854)於當日下市，轉金控上市,2026-05-15
3149,正達,1000527,鍾志明,2112031,1000704,1000726,,1000801,1001123,富邦,60.00,,2026-05-15
6702,興航,1000630,林明昇,4806976,1000809,1000816,,1000826,1001101,群益,18.00,,2026-05-15
8411,福貞-KY,1000531,李榮福,600000,1000705,1000726,,1000805,1001101,永豐金,70.00,,2026-05-15
4952,凌通,1000412,黃洲杰,971182,1000721,1000816,,1000826,1001101,富邦,22.00,,2026-05-15
4956,光鋐,1000524,洪水樹,902932,1000704,1000726,,1000805,1001024,富邦,30.10,,2026-05-15
4960,奇美材,1000429,廖錦祥,4196500,1000610,1000621,,1000630,1001024,兆豐,15.70,,2026-05-15
5906,台南-KY,,楊青 &#23791;,573049,1000503,1000517,,1000608,1001024,群益,24.00,,2026-05-15
5706,鳳凰,1000818,張金明,614565,,1000920,,1000926,1001021,中信銀證,,櫃轉市,2026-05-15
3679,新至陞,1000506,陳標福,739643,1000616,1000621,,1000629,1001005,元大,55.00,,2026-05-15
8422,可寧衛,1000504,楊慶祥,984536,1000615,1000621,,1000701,1001005,台新,170.00,,2026-05-15
3645,達邁,1000427,鄧維楨,995376,1000608,1000621,,1000713,1001005,群益,35.00,,2026-05-15
4144,康聯-KY,1000418,威廉凱樂,622220,1000628,1000726,,1000815,1001005,凱基,87.00,,2026-05-15
1789,神隆,1000524,鄭高輝,6100000,1000701,1000726,,1000810,1000929,富邦,46.00,,2026-05-15
3698,隆達,,蘇&#23791;正,3704910,1000530,1000621,,1000713,1000929,凱基證券,17.00,,2026-05-15
8011,台通,,李慶煌,627000,1000608,1000621,,1000704,1000919,日盛證券,30.50,,2026-05-15
5007,三星,1000627,柯吉源,2199569,,1000816,,1000824,1000916,群益,,櫃轉市,2026-05-15
8199,廣鎵,,陳澤澎,4783674,1000429,1000517,,1000524,1000908,群益證券,12.15,,2026-05-15
4984,科納-KY,1000427,袁海驥,328253,1000607,1000621,,1000719,1000831,中國信託,110.00,,2026-05-15
3669,圓展,1000429,郭重松,828990,1000609,1000621,,1000630,1000825,永豐,43.00,,2026-05-15
1337,再生-KY,1000427,丁金造,1236000,1000603,1000621,,1000718,1000817,元大,95.00,,2026-05-15
4934,太極,,謝清福,1007500,1000530,1000621,,1000629,1000816,凱基證券,21.50,,2026-05-15
4935,茂林-KY,1000304,李滿祥,1227048,1000504,1000517,,1000613,1000728,凱基,50.00,,2026-05-15
3454,晶睿,1000429,陳文昌,629860,,1000621,,1000701,1000722,福邦,,櫃轉市,2026-05-15
4942,嘉彰,1000217,宋貴修,1317601,1000328,1000419,,1000428,1000627,兆豐,52.00,,2026-05-15
8404,百和興業-KY,,鄭國&#28895;,1764229,,,,1000304,1000518,兆豐,32.00,,2026-05-15
3694,海華,,徐世昌,902735,,,,1000208,1000503,元大證券,35.00,,2026-05-15
3665,貿聯-KY,,梁華哲,576277,,,,1000114,1000421,富邦,56.00,,2026-05-15
3257,虹冠電,,劉大光,358400,,,,1000106,1000321,富邦綜合證券,45.00,,2026-05-15
4746,台耀,,李重和,609320,,,,,1000301,元大證券,78.00,,2026-05-15
3598,奕力,,黃啟模,519652,,,,,1000111,凱基證券,64.00,,2026-05-15
3705,永信,,李芳全,2537361,,,,,1000103,,,永信藥品(1716)於當日下市，轉投控上市,2026-05-15
4733,上緯,,蔡朝陽,654848,,,,,,群益證券,,櫃轉市,2026-05-15
6214,精誠,,黃宗仁,2665493,,,,,,大華,,櫃轉市,2026-05-15
3432,台端,,林樂堯,600000,,,,,,富邦綜合證券,25.00,,2026-05-15
3312,弘憶股,,葉佳紋,871576,,,,,,日盛證券,,櫃轉市,2026-05-15
2114,鑫永銓,,林季進,602024,,,,,,台新綜合證券,,櫃轉市,2026-05-15
8271,宇瞻,,呂理達,1095598,,,,,,元富證券(股)公司,21.00,,2026-05-15
3697,F-晨星,,梁公偉,4563862,,,,,,群益,300.00,,2026-05-15
4737,華廣,,黃椿木,362356,,,,,,富邦,95.00,科技事業,2026-05-15
1762,中化生,,王勳聖,702000,,,,,,富邦綜合證券,55.00,,2026-05-15
1590,亞德客-KY,,王世忠,1330000,,,,,,元大,88.00,,2026-05-15
2637,慧洋-KY,,藍俊昇,2500000,,,,,,元富,38.00,,2026-05-15
2723,美食-KY,,吳政學,1137500,,,,,,元大,168.00,,2026-05-15
2231,為升,,尤山泉,600000,,,,,,第一金證券,,櫃轉市,2026-05-15
8215,明基材,,游克用,2865300,,,,,,大華證券,23.00,科技事業(原達信科技),2026-05-15
3591,艾笛森,,吳建榮,668100,,,,,,永豐金證券股份有限公司,108.00,,2026-05-15
3550,聯穎,,何鈞銜,780800,,,,,,兆豐,29.00,,2026-05-15
3673,TPK-KY,,江朝瑞,1800000,,,,,,元大,220.00,,2026-05-15
4919,新唐,,焦佑鈞,2000700,,,,,,凱基,50.00,,2026-05-15
6230,超眾,,吳宗,863434,,,,,,台新綜合證券,,櫃轉市,2026-05-15
6278,台表科,,伍開雲,1987765,,,,,,兆豐證券,,櫃轉市,2026-05-15
3704,合勤控,,朱順一,5170483,,,,,,,,合勤(2391)下市，合勤控(3704)上市,2026-05-15
3584,介面,,葉裕洲,748660,,,,,,中國信託綜合證券,57.00,,2026-05-15
3686,達能,,趙元山,1410000,,,,,,群益證券,50.00,,2026-05-15
4938,和碩,,童子賢,22860639,,,,,,元大證券(股)公司,36.00,,2026-05-15
4930,燦星網,,簡德榮,1926000,,,,,,群益證券,28.00,,2026-05-15
3638,F-IML,,Yong Eue Park,600005,,,,,,元大,143.00,,2026-05-15
3703,欣陸,,殷琪,,,,,,,,,大陸工程(2526)於當日下市，轉投控上市,2026-05-15
2597,潤弘,,賴士勳,1200000,,,,,,群益,45.00,,2026-05-15
3164,景岳,,陳根德,492963,,,,,,永豐金,,櫃轉市,2026-05-15
3229,晟鈦,,江炳桔,604637,,,,,,日盛,,櫃轉市,2026-05-15
4133,亞諾法,,黃清洋,541579,,,,,,大華,68.00,,2026-05-15
8213,志超,,徐正民,1662508,,,,,,凱基,32.00,,2026-05-15
3579,尚志,,林蔚山,850240,,,,,,日盛,48.00,,2026-05-15
3617,碩天,,郭瑾,716500,,,,,,富邦,84.00,,2026-05-15
6243,迅杰,,翁佳祥,745558,,,,,,富邦,,櫃轉市,2026-05-15
8039,台虹,,孫達汶,1635312,,,,,,富邦,,櫃轉市,2026-05-15
1582,信錦,,陳秋郎,1353755,,,,,,兆豐,,櫃轉市,2026-05-15
8261,富鼎,,鄧富吉,1329857,,,,,,元富,,櫃轉市,2026-05-15
6152,百一,,許錦輝,1379213,,,,,,永豐金,,櫃轉市,2026-05-15
3653,健策,,趙宗信,626055,,,,,,富邦,80.00,,2026-05-15
3607,谷崧,,洪煥青,1020000,,,,,,兆豐,60.00,,2026-05-15
8103,瀚荃,,楊超群,600461,,,,,,群益,,櫃轉市,2026-05-15
6224,聚鼎,,張忠本,720448,,,,,,永豐金,,櫃轉市,2026-05-15
3573,穎台,,黃建豐,752500,,,,,,永豐金,86.00,,2026-05-15
3588,通嘉,,黃彥群,313315,,,,,,台証,88.00,,2026-05-15
2049,上銀,,卓永財,2013447,,,,,,元大,24.00,,2026-05-15
3614,誠致,,方新舟,315237,,,,,,永豐金,66.00,,2026-05-15
8940,新天地,,歐敏輝,614771,,,,,,日盛,,櫃轉市,2026-05-15
3605,宏致,,袁万丁,705213,,,,,,元大,32.00,,2026-05-15
3622,洋華,,林德錚,1057000,,,,,,群益,87.00,,2026-05-15
6251,定穎,,曾茂昌,2151940,,,,,,群益,10.00,,2026-05-15
3593,力銘,,鄭嘉正,891800,,,,,,群益,12.00,,2026-05-15
3596,智易,,陳瑞聰,881514,,,,,,元大,32.30,,2026-05-15
1773,勝一,,孫靜源,1203000,,,,,,永豐金,16.00,,2026-05-15
3576,新日光,,林坤禧,1185850,,,,,,元大,20.00,,2026-05-15
8081,致新,,謝南強,825940,,,,,,台証,,櫃轉市,2026-05-15
6108,競國,,曹月霞,1359635,,,,,,中國信託,,櫃轉市,2026-05-15
2038,海光,,黃滄海,1380000,,,,,,兆豐,12.50,,2026-05-15
8374,羅昇,,楊蔚萌,602450,,,,,,群益,,櫃轉市,2026-05-15
2208,台船,,鄭文隆,6661327,,,,,,富邦,13.41,,2026-05-15
3561,昇陽光電,,劉康信,900000,,,,,,永豐金,18.00,,2026-05-15
3209,全科,,王木聰,611310,,,,,,凱基,,櫃轉市,2026-05-15
6226,光鼎,,馬景鵬,719565,,,,,,台灣工銀,,櫃轉市,2026-05-15
3559,全智科,,胡定華,930684,,,,,,永豐金,14.00,,2026-05-15
6164,華興,,劉守雄,1043526,,,,,,永豐金,,櫃轉市,2026-05-15
4108,懷特,,李成家,941950,,,,,,元大,,櫃轉市,2026-05-15
3305,昇貿,,李三蓮,700749,,,,,,富邦,,櫃轉市,2026-05-15
2059,川湖,,林聰吉,743762,,,,,,大華,,櫃轉市,2026-05-15
3080,威力盟,,陳炫彬,1602535,,,,,,群益,,櫃轉市,2026-05-15
5533,皇鼎,,劉信雄,1442000,,,,,,台証,,櫃轉市,2026-05-15
3536,誠創,,楊世宗,1621520,,,,,,大華,24.00,,2026-05-15
3534,雷凌,,高榮智,988500,,,,,,元大,102.00,,2026-05-15
3308,聯德,,陳銘智,745570,,,,,,台証,32.00,,2026-05-15
9958,世紀鋼,,周金裕,784742,,,,,,群益,13.50,,2026-05-15
3557,嘉威,,黃文駿,600000,,,,,,富邦,50.00,,2026-05-15
3535,晶彩科,,陳永華,380000,,,,,,永豐金,27.00,,2026-05-15
3519,綠能,,林蔚山,800000,,,,,,富邦,165.00,,2026-05-15
1583,程泰,,楊德華,757133,,,,,,富邦,60.00,,2026-05-15
9955,佳龍,,吳耀勳,820939,,,,,,群益,,櫃轉市,2026-05-15
3419,譁裕,,林祺生,708103,,,,,,群益,,櫃轉市,2026-05-15
6213,聯茂,,萬海威,2757757,,,,,,群益,,櫃轉市,2026-05-15
6153,嘉聯益,,蔡長穎,3142174,,,,,,中信,,櫃轉市,2026-05-15
6205,詮欣,,吳榮春,720440,,,,,,群益,,櫃轉市,2026-05-15
6283,淳安,,邱森盈,756130,,,,,,新壽,,櫃轉市,2026-05-15
8021,尖點,,林序庭,954691,,,,,,金鼎,,櫃轉市,2026-05-15
4306,炎洲,,李志賢,1461796,,,,,,群益,,櫃轉市,2026-05-15
8070,長華,,陳俊英,603901,,,,,,元大,,櫃轉市,2026-05-15
4104,佳醫,,傅輝東,801136,,,,,,宏遠,,櫃轉市,2026-05-15
3376,新日興,,呂敏文,1115600,,,,,,台証,,櫃轉市,2026-05-15
3090,日電貿,,黃仁虎,688196,,,,,,富邦,,櫃轉市,2026-05-15
3296,勝德,,周義雄,1054933,,,,,,富邦,,櫃轉市,2026-05-15
8112,至上,,葛均,1713209,,,,,,富邦,,櫃轉市,2026-05-15
6215,和椿,,張永昌,616098,,,,,,富邦,,櫃轉市,2026-05-15
3494,誠研,,黃健華,768816,,,,,,中信,23.50,,2026-05-15
3383,新世紀,,鍾寬仁,620500,,,,,,永豐金,68.00,,2026-05-15
3533,嘉澤,,朱德祥,638200,,,,,,永豐金,41.00,,2026-05-15
3532,台勝科,,李志村,6000750,,,,,,元大京華,190.00,,2026-05-15
5388,中磊,,王伯元,1390516,,,,,,群益,,櫃轉市,2026-05-15
8131,福懋科,,王文淵,4000000,,,,,,大華,60.00,,2026-05-15
8163,達方,,陳其宏,2471203,,,,,,大華,100.00,,2026-05-15
3518,柏騰,,劉&#21843;志,621462,,,,,,元大京華,168.00,,2026-05-15
6271,同欣電,,楊惠捷,818078,,,,,,大華,71.00,,2026-05-15
2062,橋椿,,楊正發,1565450,,,,,,元大京華,52.00,,2026-05-15
3515,華擎,,徐世昌,743090,,,,,,富邦,250.00,,2026-05-15
3514,昱晶,,郭俊雄,1031097,,,,,,一銀,221.00,,2026-05-15
8110,華東,,焦佑衡,4551255,,,,,,富邦,,櫃轉市,2026-05-15
8201,無敵,,曾炳榮,639485,,,,,,元大京華,68.00,,2026-05-15
6191,精成科,,蔡其虎,2717794,,,,,,兆豐,,櫃轉市,2026-05-15
4725,信昌化,,辜成允,2689750,,,,,,台証,40.00,,2026-05-15
3501,維熹,,吳瑞源,755937,,,,,,台証,80.00,,2026-05-15
5522,遠雄,,趙藤雄,6953833,,,,,,永豐金,,櫃轉市,2026-05-15
3094,聯傑,,郝挺,687325,,,,,,大華,56.00,,2026-05-15
3545,敦泰,,黃洲杰,1030000,,,,,,中信,31.00,,2026-05-15
8033,雷虎,,賴春霖,775046,,,,,,大華,,櫃轉市,2026-05-15
6176,瑞儀,,王本然,3670982,,,,,,宏遠,,櫃轉市,2026-05-15
3504,揚明光,,張威儀,743356,,,,,,台証,45.00,,2026-05-15
8105,凌巨,,黃洲杰,2060000,,,,,,金鼎,,櫃轉市,2026-05-15
3443,創意,,曾繁城,878791,,,,,,倍利,38.00,,2026-05-15
6255,奈普,,曾國星,1002000,,,,,,元富,28.00,,2026-05-15
3315,宣昶,,高金榮,606513,,,,,,金鼎,38.00,,2026-05-15
3481,群創,,莊宏仁,21066240,,,,,,富邦,41.00,,2026-05-15
6120,輔祥,,潘重華,2026401,,,,,,建華,,櫃轉市,2026-05-15
6155,鈞寶,,楊正利,608987,,,,,,台証,,櫃轉市,2026-05-15
3450,聯鈞,,鄭祝良,806263,,,,,,富邦,26.50,,2026-05-15
8046,南電,,王永慶,4873856,,,,,,群益證券,250.00,,2026-05-15
3474,華亞科,,吳欽仁,25109540,,,,,,大華證券,33.00,,2026-05-15
3130,一零四,,楊基寬,300000,,,,,,復華,95.00,,2026-05-15
3406,玉晶光,,陳天恕,613175,,,,,,建華,238.00,,2026-05-15
6281,全國電,,林琦敏,1005010,,,,,,倍利,38.00,,2026-05-15
6005,群益證,,陳田文,13643105,,,,,,亞東證券,,櫃轉市,2026-05-15
3702,大聯大,,黃偉祥,,,,,,,,,股份轉換,2026-05-15
3367,英華達,,張景嵩,2800000,,,,,,元大京華,108.00,,2026-05-15
4904,遠傳,,徐旭東,37631514,,,,,,大華,,櫃轉市,2026-05-15
8072,陞泰,,陳世忠,607748,,,,,,台証,,櫃轉市,2026-05-15
8249,菱光,,林勝泉,782390,,,,,,台灣工銀,38.00,,2026-05-15
3356,奇偶,,戴光正,380614,,,,,,建華,62.00,,2026-05-15
6184,大豐電,,戴永輝,620000,,,,,,大華,,櫃轉市,2026-05-15
1560,中砂,,白永傳,600000,,,,,,元大京華,60.00,,2026-05-15
5531,鄉林,,賴正鎰,815661,,,,,,富邦,,櫃轉市,2026-05-15
3271,其樂達,,葉垂奇,446780,,,,,,群益,15.00,,2026-05-15
6280,崇貿,,楊大勇,334609,,,,,,日盛,39.00,,2026-05-15
2227,裕日車,,嚴凱泰,3000000,,,,,,元富,80.00,,2026-05-15
3380,明泰,,李中旺,2500000,,,,,,一銀,27.00,,2026-05-15
5607,遠雄港,,葉鈞耀,952200,,,,,,元富,,櫃轉市,2026-05-15
5525,順天,,柯興樹,980380,,,,,,華南永昌,,櫃轉市,2026-05-15
3214,元砷,,鄭朝元,1080000,,,,,,建華,29.00,,2026-05-15
5854,合庫,,陳&#20914;,22085481,,,,,,台証,16.74,,2026-05-15
6166,凌華,,劉鈞,630590,,,,,,台証,,櫃轉市,2026-05-15
6197,佳必琪,,張舒眉,697962,,,,,,倍利,,櫃轉市,2026-05-15
4106,雃博,,韓春菊,604000,,,,,,富邦,,櫃轉市,2026-05-15
6239,力成,,蔡篤恭,2612500,,,,,,大和,,櫃轉市,2026-05-15
6209,今國光,,陳慶棋,776809,,,,,,金鼎,,櫃轉市,2026-05-15
8008,建興電,,宋恭源,5411000,,,,,,群益,66.00,,2026-05-15
3189,景碩,,童子賢,2000000,,,,,,富邦,65.00,,2026-05-15
6131,悠克,,王進祥,601860,,,,,,工銀,,櫃轉市,2026-05-15
6216,居易,,馬鴻方,363706,,,,,,台証,,櫃轉市,2026-05-15
6192,巨路,,林建國,721996,,,,,,富邦,,櫃轉市,2026-05-15
6201,亞弘電,,黃晉益,840000,,,,,,中信,,櫃轉市,2026-05-15
6202,盛群,,吳啟勇,1834000,,,,,,元富,,櫃轉市,2026-05-15
5203,訊連,,黃肇雄,685219,,,,,,元大京華,,櫃轉市,2026-05-15
6225,天瀚,,陳振田,1476204,,,,,,大華,,櫃轉市,2026-05-15
4414,如興,,陳信宏,921651,,,,,,寶來,,櫃轉市,2026-05-15
6116,彩晶,,焦佑麒,50101000,,,,,,富邦,,櫃轉市,2026-05-15
3701,大眾控,,,,,,,,,,,轉換股份,2026-05-15
6235,華孚,,周邦基,1402939,,,,,,寶來,,櫃轉市,2026-05-15
6206,飛捷,,林大成,365037,,,,,,復華,,櫃轉市,2026-05-15
3142,遠茂,,王正明,1200000,,,,,,倍利,55.00,,2026-05-15
6004,元京證,,杜麗莊,25115741,,,,,,合庫,,櫃轉市,2026-05-15
6115,鎰勝,,黃子成,658832,,,,,,建華,,櫃轉市,2026-05-15
5305,敦南,,宋恭源,3143000,,,,,,元大京華,,櫃轉市,2026-05-15
8101,華冠,,李森田,2800000,,,,,,富邦,45.00,,2026-05-15
6172,互億,,廖豐年,622340,,,,,,倍利,,櫃轉市,2026-05-15
6189,豐藝,,陳澄芳,600626,,,,,,建華,,櫃轉市,2026-05-15
6196,帆宣,,高新明,852508,,,,,,中信,,櫃轉市,2026-05-15
5534,長虹,,李文造,922383,,,,,,金鼎,,櫃轉市,2026-05-15
6605,帝寶,,許敘銘,1145569,,,,,,建華,86.00,,2026-05-15
3311,閎暉,,宋恭源,780600,,,,,,富邦,78.00,,2026-05-15
4119,旭富,,尹奧圖,301290,,,,,,一銀,39.00,,2026-05-15
6505,台塑化,,王永慶,70000000,,,,,,群益,43.00,,2026-05-15
8016,矽創,,毛穎文,334324,,,,,,元富,98.00,,2026-05-15
8078,華寶,,陳瑞聰,2000000,,,,,,元大京華,110.00,,2026-05-15
1737,臺鹽,,鄭寶清,2500000,,,,,,台証,19.28,,2026-05-15
6277,宏正,,陳錦堂,623000,,,,,,大華,110.00,,2026-05-15
6141,柏承,,李齊良,617550,,,,,,金鼎,,櫃轉市,2026-05-15
6286,立錡,,邰中和,300000,,,,,,元富,168.00,,2026-05-15
5515,建國,,陳啟德,767000,,,,,,康和,,櫃轉市,2026-05-15
6269,台郡,,鄭明智,600000,,,,,,元大京華,28.00,,2026-05-15
6285,啟碁,,林憲銘,644000,,,,,,永昌,138.00,,2026-05-15
4526,東台,,嚴燦焜,662256,,,,,,台証,,櫃轉市,2026-05-15
6282,康舒,,許勝雄,3327300,,,,,,統一,37.50,,2026-05-15
3063,飛信,,陳瑞聰,1800000,,,,,,元大京華,28.00,,2026-05-15
6289,華上,,李森田,1325000,,,,,,大華,36.00,,2026-05-15
6117,迎廣,,賴文賢,623000,,,,,,寶來,,櫃轉市,2026-05-15
5608,四維航,,藍俊德,1525770,,,,,,群益,,櫃轉市,2026-05-15
5434,崇越,,張永然,679446,,,,,,大華,,櫃轉市,2026-05-15
6012,金鼎證,,陳淑珠,7800000,,,,,,統一,,櫃轉市,2026-05-15
6132,銳普,,陳貴全,616000,,,,,,中信,,櫃轉市,2026-05-15
8926,台汽電,,林文淵,3150086,,,,,,富邦,,櫃轉市,2026-05-15
5484,慧友,,李忠良,644020,,,,,,金鼎,,櫃轉市,2026-05-15
6168,宏齊,,汪秉龍,742617,,,,,,中國信託,,櫃轉市,2026-05-15
6136,富爾特,,劉雙華,680285,,,,,,一銀,,櫃轉市,2026-05-15
5471,松翰,,陳賢哲,948095,,,,,,倍利,,櫃轉市,2026-05-15
6145,勁永,,呂美月,763000,,,,,,建華,,櫃轉市,2026-05-15
5469,瀚宇博,,焦廷標,1001020,,,,,,一銀,,櫃轉市,2026-05-15
6133,金橋,,黃金泰,600000,,,,,,倍利,,櫃轉市,2026-05-15
6139,亞翔,,姚祖驤,666000,,,,,,統一,,櫃轉市,2026-05-15
6257,矽格,,黃興陽,910926,,,,,,大華,31.00,,2026-05-15
3231,緯創,,林憲銘,8099620,,,,,,大華,32.00,,2026-05-15
6119,大傳,,計惠蘭,630000,,,,,,中信,,櫃轉市,2026-05-15
4532,瑞智,,陳盛沺,1891657,,,,,,建華,,櫃轉市,2026-05-15
6112,聚碩,,吳祚綏,641607,,,,,,建華,,櫃轉市,2026-05-15
6165,捷泰,,劉忠義,673000,,,,,,日盛,,櫃轉市,2026-05-15
6142,友勁,,簡志豪,902008,,,,,,一銀,,櫃轉市,2026-05-15
3062,建漢,,陳漢清,1221450,,,,,,元大京華,55.00,,2026-05-15
4906,正文,,陳鴻文,734000,,,,,,元富,,櫃轉市,2026-05-15
6128,上福,,王瑞宏,609290,,,,,,建華,,櫃轉市,2026-05-15
3060,銘異,,倪璧光,779500,,,,,,金鼎,36.00,,2026-05-15
3061,璨圓,,簡奉任,519700,,,,,,建華,68.00,,2026-05-15
1541,錩泰,,張經金,605037,,,,,,台証,36.00,,2026-05-15
3056,總太,,黃正華,308000,,,,,,元富,20.00,,2026-05-15
1477,聚陽,,周理平,804375,,,,,,大華,45.00,,2026-05-15
1736,喬山,,羅崑泉,700000,,,,,,台証,81.00,,2026-05-15
2892,第一金,,,,,,,,,,,轉金融控股,2026-05-15
3059,華晶科,,徐善可,738118,,,,,,建弘,76.00,,2026-05-15
3016,嘉晶,,楊炳連,600000,,,,,,中信銀,18.00,,2026-05-15
3057,喬鼎,,李志恩,644700,,,,,,元大京華,79.00,,2026-05-15
3055,蔚華科,,許宗賢,1025300,,,,,,倍利,35.00,,2026-05-15
3058,立德,,林碧珍,697500,,,,,,倍利,28.00,,2026-05-15
3054,立萬利,,劉文聰,305000,,,,,,大華,78.00,,2026-05-15
3030,德律,,陳玠源,616000,,,,,,大華,,櫃轉市,2026-05-15
1539,巨庭,,莊博彥,600000,,,,,,亞東,,櫃轉市,2026-05-15
3050,鈺德,,張昭焚,1340000,,,,,,元大京華,42.00,,2026-05-15
3014,聯陽,,陳文熙,933000,,,,,,日盛,24.50,,2026-05-15
3051,力特,,賴大王,1496000,,,,,,元大京華,43.00,,2026-05-15
3015,全漢,,鄭雅仁,600000,,,,,,倍利,63.00,,2026-05-15
3048,益登,,曾禹旖,884000,,,,,,金鼎,100.00,,2026-05-15
3049,和鑫,,張錫強,4000000,,,,,,元大京華,28.00,,2026-05-15
3017,奇鋐,,沈慶行,880000,,,,,,元大京華,42.00,,2026-05-15
2855,統一證,,鄧阿華,11279000,,,,,,寶來,,櫃轉市,2026-05-15
2856,元富證,,陳文鋒,11568000,,,,,,中信,,櫃轉市,2026-05-15
2854,寶來證,,白文正,10000000,,,,,,金鼎,,櫃轉市,2026-05-15
3013,晟銘電,,林木和,870000,,,,,,中國信託,35.00,,2026-05-15
3012,廣輝,,林百里,20000000,,,,,,倍利,25.00,,2026-05-15
3047,訊舟,,簡萬發,309859,,,,,,統一,,櫃轉市,2026-05-15
3043,科風,,張峰豪,613148,,,,,,中信,,櫃轉市,2026-05-15
3044,健鼎,,王景春,1382000,,,,,,倍利,,櫃轉市,2026-05-15
3045,台灣大,,孫道存,37840730,,,,,,富邦,,櫃轉市,2026-05-15
3046,建碁,,林憲銘,2115000,,,,,,元大京華,,櫃轉市,2026-05-15
3029,零壹,,林嘉勳,600000,,,,,,元富,,櫃轉市,2026-05-15
3031,佰鴻,,廖宗仁,519900,,,,,,倍利,,櫃轉市,2026-05-15
3032,偉訓,,王大進,626180,,,,,,元大京華,,櫃轉市,2026-05-15
3033,威健,,胡秋江,880000,,,,,,元大京華,,櫃轉市,2026-05-15
3034,聯詠,,何泰舜,2351000,,,,,,太祥,,櫃轉市,2026-05-15
3035,智原,,曹興誠,1269000,,,,,,太祥,,櫃轉市,2026-05-15
